Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.610198939293707,2.3159971635410996,0.0,0.008882326477407745,0.007,9/24,6.15%,BCL6;TNFRSF10B;SESN2;MDM2;CDC25C;TP63;NDRG1;TXNRD1;BRIP1
gsea,PID_P53_DOWNSTREAM_PATHWAY,0.6841856187684627,2.223978203682066,0.0,0.01586129728108526,0.021,7/15,4.37%,BCL6;TNFRSF10B;MDM2;GDF15;TP63;SERPINE1;NDRG1
gsea,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,0.6222298157561896,2.062406983353805,0.002577319587628866,0.0799409382966697,0.143,5/16,6.87%,TGFB2;GDF15;FN1;WNT5B;COL4A5
gsea,KEGG_CELL_CYCLE,0.6265759843146543,2.0131425629985196,0.003215434083601286,0.08222496510514599,0.229,3/13,1.83%,TGFB2;MDM2;CDC25C
gsea,WP_CELL_CYCLE,0.6265759843146543,2.0131425629985196,0.003215434083601286,0.08222496510514599,0.229,3/13,1.83%,TGFB2;MDM2;CDC25C
gsea,REACTOME_ECM_PROTEOGLYCANS,0.5603790855253044,1.9848327615574497,0.010351966873706004,0.08797732891908625,0.287,8/18,19.27%,TGFB2;SERPINE1;HSPG2;FN1;COL4A5;COL9A1;ITGAX;COL6A3
gsea,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.5626434952526133,1.9617190375434739,0.0024271844660194173,0.09679923140685176,0.344,10/18,26.05%,VCL;MYO1E;VIM;PLAUR;COL4A5;CD80;KIRREL3;MME;NPHS1;WT1
gsea,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,0.52597287572872,1.9335719247501695,0.002188183807439825,0.1070637566473255,0.405,11/21,27.34%,BCL6;IL23R;VIM;FN1;FSCN1;TNFRSF1B;ITGAX;MMP1;ANXA1;PIM1;HMOX1
gsea,KEGG_LEISHMANIA_INFECTION,0.6342566284378958,1.9002060905548126,0.013020833333333334,0.12519850653869966,0.475,3/10,8.55%,TGFB2;C3;FCGR2C
gsea,REACTOME_HEMOSTASIS,0.3345663255191478,1.8785455096646428,0.0,0.13399623943060826,0.518,53/106,39.16%,TGFB2;VCL;TNFRSF10B;LCP2;CD44;CD84;ANXA2;DOCK2;SERPINE1;TIMP3;FN1;TBXA2R;FERMT3;ABCC4;PLAUR;F2RL3;TUBB1;ANGPT1;TUBA3C;ITGAX;GATA1;MMP1;PIK3CG;YES1;SPN;SLC7A11;ECM1;DGKG;GTPBP2;CEACAM5;KIF2A;ZFPM2;FGA;PRKAR2B;KIF21B;LYN;SCG3;RAC2;P2RX1;PDE11A;PRKCB;IGF1;HBG2;ITGAM;DOCK10;MAPK1;SH2B3;PLA2G4A;GP6;TUBB2A;EGF;VEGFA;DGKI
gsea,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.4491198593109755,1.8733548281760453,0.002173913043478261,0.12608289402346318,0.527,12/31,23.11%,TNFRSF10B;CD44;CD84;FN1;ANGPT1;ITGAX;MMP1;YES1;SPN;SLC7A11;CEACAM5;LYN
