,gt,pred,de
0,-0.050676584,-0.0061996058,False
1,-0.062063977,-0.013053194,False
2,0.010073999,-0.0174748,False
3,0.015115038,-0.006881078,False
4,0.0,0.00079183886,False
5,0.04252036,-0.01241397,False
6,-0.019726932,0.0022292733,False
7,-0.007551864,-0.005487025,False
8,-0.04381132,-0.007739544,False
9,-0.076425746,-0.092526175,False
10,-0.024591327,-0.004868269,False
11,0.17690396,-0.053080857,False
12,-0.06824957,0.046903208,False
13,-0.1773663,0.026580155,False
14,-0.004951723,0.015215546,False
15,-0.038236827,-0.021712884,False
16,-0.111183345,-0.050856143,False
17,-0.14290524,-0.19368899,False
18,0.06580295,-0.04298141,False
19,-0.0044401633,-0.0040112487,False
20,0.013741374,-0.089398384,False
21,0.0,0.0,False
22,0.013954555,-0.008769051,False
23,0.0012081414,-0.0067647025,False
24,0.15805785,-0.007613912,False
25,0.0,0.0,False
26,-0.029428277,-0.006843142,False
27,0.038219776,-0.016002432,False
28,-0.0041037896,-0.0031559342,False
29,-0.11578608,-0.034456685,False
30,0.033421855,-0.029071085,False
31,0.0076004565,0.014689937,False
32,0.0,0.0,False
33,0.04291153,-0.08366647,False
34,0.0055730604,0.035188697,False
35,-0.0043241084,-0.0043241084,False
36,0.18252361,-0.005231738,False
37,0.0038577914,0.008231342,False
38,0.123514146,0.026405081,False
39,-0.045681473,-0.045681473,False
40,-0.06344418,0.012210786,False
41,-0.01940807,-0.0011076778,False
42,-0.014360402,-0.014360402,False
43,0.008532543,-0.012613917,False
44,0.02531065,0.014237542,False
45,-0.047957636,-0.04451917,False
46,-0.007845789,-0.033494256,False
47,-0.015923385,-0.0484249,False
48,-0.05943255,-0.07558115,False
49,0.0067521036,-0.013012826,False
50,-0.12379253,-0.1286943,False
51,-0.39823425,0.0032154322,False
52,0.043483853,-0.052538753,False
53,-0.06258336,-0.05318278,False
54,-0.078000166,0.02853778,False
55,0.0,0.0,False
56,-0.042430837,-0.042430837,False
57,0.0029889736,-0.01985714,False
58,-0.04433927,0.006936252,False
59,0.0483142,-0.0149033815,False
60,-0.053189434,-0.023931995,False
61,-0.053399146,0.018903553,False
62,0.1950925,0.016126096,False
63,0.0065736985,0.0038112486,False
64,0.19340146,-0.11093217,False
65,0.032899335,0.03642513,False
66,-0.00508667,-0.00508667,False
67,-0.0069379173,-0.0030033588,False
