gene_index,gt,pred,de
0,0.011145622,-0.06160485,False
12126,-0.09038544,-0.35616517,False
12127,0.0806986,-0.028921679,False
12128,0.05450228,-0.18967643,False
12129,0.09240115,-0.0072537847,False
12130,-0.10652179,-0.13418284,False
12131,-0.010247977,-0.0062531396,False
12132,-0.0045059593,0.0046515465,False
12133,0.021928143,0.0010518702,False
12134,0.0,0.0028283074,False
12135,-0.06483975,-0.28003448,False
12136,0.1594119,-0.20504475,False
12137,0.020622097,-0.019094989,False
12138,0.030886099,-0.10348977,False
12139,0.0,0.0007842112,False
12140,-0.011636369,-0.020343356,False
12141,-0.007314056,-0.0673693,False
12142,0.0,0.0007653093,False
12157,0.08720032,-0.060814712,False
12156,0.03252642,-0.0866073,False
12155,0.0,0.0027283798,False
12154,0.061200902,-0.048452288,False
12153,0.023846611,0.010182615,False
12152,-0.02457267,-0.36105648,False
12125,0.05650419,-0.26386547,False
12151,0.020190483,0.005349714,False
12149,0.054711223,-0.32447588,False
12147,-0.7866852,-0.43471146,False
12146,0.0026941318,-0.01886041,False
12145,-0.022837669,-0.22766572,False
12144,-0.25382417,-0.36038262,False
12143,0.02890589,-0.08996662,False
12150,0.09468806,-0.3136071,False
12124,-0.11677152,-0.4514518,False
12123,-0.14908254,-0.31484222,False
12122,0.11078499,-0.14007616,False
12103,0.26147962,-0.4849292,False
12102,0.040094554,-0.2021364,False
12101,0.2855955,-0.3051842,False
12100,-2.3782253e-05,-0.20138434,False
12099,-0.012190737,-0.09854456,False
12098,-0.26661563,-0.5266316,False
12104,-0.29944968,-0.48583388,False
12097,-0.021172836,-0.017782647,False
12095,-0.023440756,-0.1047155,False
12094,-0.00830636,-0.008088203,False
12093,-0.023296874,-0.016264394,False
12092,-0.19960195,-0.47393322,False
12091,0.008085495,-0.014419661,False
12090,0.18003422,-0.34120837,False
12096,0.14159004,-0.06172429,False
12158,0.015319228,-0.030841485,False
12105,-0.16151369,-0.27765262,False
12107,0.06948589,-0.121600084,False
12121,0.01992484,0.0003528702,False
12120,0.024456669,0.00015832411,False
12119,0.0,0.002003727,False
12118,0.15137784,-0.121442966,False
12117,0.019193739,-0.20384613,False
12116,-0.054174185,-0.31535274,False
12106,-0.01824388,-0.03823788,False
12115,0.0020258129,-0.21536784,False
12113,-0.036478415,-0.06045279,False
12112,-0.04702741,-0.25447997,False
12111,-0.027108788,-0.54555523,False
12110,0.058139384,-0.19004303,False
12109,-0.017748222,-0.039686162,False
12108,0.0021717884,-0.017026512,False
12114,-0.124375105,-0.5928046,False
12089,-0.17002162,-0.31835938,False
12159,-0.005143561,-7.237913e-05,False
12161,-0.013590224,-0.07329173,False
12198,0.16717952,-0.40489447,False
12199,-0.47021878,-0.23911238,False
12200,-0.14898813,-0.49495882,False
12201,0.034368806,-0.08015927,False
12202,0.0072230548,-0.05587014,False
12203,0.010099307,-0.0049584387,False
12204,-0.0071310466,0.010959112,False
12205,-0.012414634,-0.13869895,False
12206,-0.061159924,-0.071826085,False
12207,0.014766473,-0.044773374,False
12208,-0.12711269,-0.37079397,False
12209,-0.004802211,-0.0047881436,False
12210,0.07465912,-0.055555113,False
12211,-0.46684837,-0.31390178,False
12212,0.1645934,-0.36513925,False
12213,-0.025968254,-0.09988161,False
12214,-0.0033912933,0.004450616,False
12228,-0.4854715,-0.69909644,False
12227,0.008107199,-0.008996485,False
12226,0.056305133,-0.06296076,False
12225,0.0060904324,-0.19118455,False
12224,0.032252595,-0.18616265,False
12223,0.07685,-0.15251242,False
12197,0.0,0.0031553071,False
12222,0.10986364,-0.4230057,False
12220,-0.0050021075,-0.0050021075,False
12219,0.021916222,0.005411878,False
12218,0.088540584,-0.14935553,False
12217,0.0,0.0,False
12216,0.021665297,0.010338375,False
12215,0.022586912,7.495751e-05,False
12221,-0.029078152,-0.022398014,False
12196,-0.7158121,-0.38694513,False
12195,0.06511602,-0.23010176,False
12194,-0.006226631,-0.02787288,False
12175,-0.02359479,-0.055596218,False
12174,0.0,0.0003040827,False
12173,-0.030438036,-0.013512358,False
12172,-0.004503161,-0.004342405,False
12171,0.007992078,-0.04815054,False
12170,0.014227441,0.0019060802,False
12176,-0.0028657522,0.031469986,False
12169,0.05597523,-0.009443748,False
12167,-0.066161156,-0.322666,False
12166,0.09780289,-0.13052824,False
12165,-0.7930262,-0.06411886,False
12164,-0.18925211,-0.29053092,False
12163,-0.0015889406,-0.07864147,False
12162,-0.035895266,-0.056417182,False
12168,-0.017166913,-0.13660064,False
12160,0.0,0.0017977116,False
12177,-0.010007545,-0.15535884,False
12179,0.042406846,-0.03826334,False
12193,0.03196256,-0.099648274,False
12192,-0.41427135,-0.36169952,False
12191,-0.070383534,-0.18893023,False
12190,-0.01932742,-0.042036124,False
12189,-0.010486238,-0.0037395344,False
12188,-0.017591326,-0.03865351,False
12178,0.014128553,-0.004671603,False
12187,-0.076765835,-0.1790998,False
12185,0.0,0.0027321596,False
12184,0.014163799,-0.00478445,False
12183,-0.15618229,-0.46998024,False
12182,0.06494778,-0.04480399,False
12181,-0.12078641,-0.3025967,False
12180,-0.009961537,-0.009054616,False
12186,0.062170804,-0.22413892,False
12229,-0.069916144,-0.23957387,False
12088,-0.021795083,-0.040933978,False
12086,0.156295,-0.26990464,False
11984,-0.025682077,-0.18330865,False
11985,0.15437824,-0.27292556,False
11986,-0.09332287,-0.32353595,False
11987,-0.9742022,-0.440135,False
11988,0.08104794,-0.05337234,False
11989,0.117213726,-0.27697575,False
11990,-0.365929,-0.25005102,False
11991,-0.42784536,-0.50010324,False
11992,-0.4134934,-0.3687551,False
11993,-0.041551564,-0.040936135,False
11994,0.038142115,-0.16055797,False
11995,-0.1196374,-0.34741324,False
11996,-0.23365068,-0.39170325,False
11997,-0.033887923,-0.029638436,False
11998,0.009163409,-0.014047851,False
11999,-0.0076346584,-0.032834016,False
12000,0.13747627,-0.52713555,False
12014,-0.4002961,-0.5300864,False
12013,-0.10131729,-0.25741404,False
12012,0.14881754,7.6293945e-05,False
12011,-0.11990976,-0.43002665,False
12010,0.047041416,-0.43044156,False
12009,0.034115434,-0.37246615,False
11983,-0.1504732,-0.20229697,False
12008,0.03868544,-0.36080706,False
12006,-0.17427793,-0.30874285,False
12005,-0.08177233,-0.3078552,False
12004,-0.031675257,-0.108440466,False
12003,0.0792793,-0.5168959,False
12002,-0.3793466,-0.43673158,False
12001,-0.049651474,-0.3853517,False
12007,0.10231307,-0.06250547,False
11982,0.21051031,-0.26282555,False
11981,-0.03439641,-0.22330055,False
11980,0.07308766,-0.12283893,False
11960,0.018640898,-0.049820237,False
11959,-0.0012047887,-0.04756321,False
11958,0.0024066474,-0.016676446,False
11957,-0.60245895,-0.21088696,False
11955,0.03741844,-0.10920617,False
11954,-0.18524623,-0.43869948,False
11962,-0.011326591,-0.02675195,False
11952,-0.09011231,-0.2794219,False
11950,-0.4800651,-0.6145836,False
11949,0.07851601,0.1497035,False
11948,-0.109791696,-0.361853,False
11947,-0.48454928,-0.44980955,False
11946,-0.4055736,-0.5344628,False
11945,0.039128527,-0.042539373,False
11951,0.07241103,-0.08043385,False
12015,-0.022806533,-0.07745237,False
11963,-0.0057557076,-0.04768929,False
11965,-0.036023274,-0.04834158,False
11979,0.089945614,-0.33440128,False
11978,-0.26364872,-0.3661588,False
11977,-0.0033912933,-0.0033410292,False
11976,-0.44975245,-0.36486042,False
11975,-1.5312958,-1.1587796,False
11974,0.008188963,-0.4878662,False
11964,0.0797212,-0.13558717,False
11973,-0.020727307,-0.14791852,False
11971,0.035773546,-0.19483814,False
11970,-0.061234362,-0.105401866,False
11969,0.06592518,-0.18585017,False
11968,0.0014861133,-0.020849582,False
11967,0.003794007,-0.057536274,False
11966,-0.082405716,-0.19699648,False
11972,-0.009039648,-0.008916165,False
12087,-0.04759366,-0.047589082,False
12016,0.06849763,-0.22753458,False
12018,0.050733447,-0.5326703,False
12055,-0.04044099,-0.12483953,False
12056,-0.037149914,-0.033833273,False
12057,0.0058596786,-0.017060615,False
12058,0.0015817061,-0.04666985,False
12059,0.016809195,-0.15562099,False
12060,0.013423204,-0.35007912,False
12061,0.021116972,-0.22391364,False
12062,-0.1616044,-0.2996501,False
12063,-0.037600875,-0.17222846,False
12064,-0.17834666,-0.3428514,False
12065,-0.045297235,-0.23458418,False
12066,-0.015097186,-0.21034874,False
12067,0.012157738,-0.14944437,False
12068,0.10066226,-0.29521623,False
12069,-0.075616874,-0.12576675,False
12070,0.0687561,-0.29142892,False
12071,0.12161958,-0.042706028,False
12085,-0.05212091,-0.10547304,False
12084,0.23761469,-0.35774332,False
12083,0.17724264,-0.42323875,False
12082,-0.0061385036,-0.22167258,False
12081,-0.07128289,-0.33896852,False
12080,-0.6047988,-0.50561553,False
12054,0.038760945,-0.103170395,False
12079,0.045191884,-0.39691275,False
12077,0.00053554773,-0.19610676,False
12076,-0.062580444,-0.07949474,False
12075,0.054792956,-0.07644973,False
12074,0.055755638,-0.10921261,False
12073,0.1962539,-0.29080483,False
12072,-0.1565072,-0.3434043,False
12078,0.018834455,-0.022015577,False
12053,-0.004784322,0.00029233284,False
12052,-0.04257649,-0.112538934,False
12051,-0.0361014,-0.34830827,False
12032,-0.6568903,-0.46861684,False
12031,-0.057804734,-0.11229738,False
12030,0.11229846,-0.0952124,False
12029,0.046178572,-0.041006602,False
12028,-0.10329558,-0.13289554,False
12027,-0.03702933,-0.05526448,False
12033,-0.083798885,-0.235889,False
12026,-0.004728931,-0.004639236,False
12024,-0.008782454,0.0049812896,False
12023,-0.019092541,-0.005004443,False
12022,0.043047488,-0.24293275,False
12021,0.002792783,-0.0998593,False
12020,-0.08148754,-0.4604597,False
12019,-0.025185227,-0.111196265,False
12025,0.014325641,0.0019780593,False
12017,-0.042256266,-0.038084023,False
12034,-0.04319969,-0.12636845,False
12036,0.047685206,-0.1559731,False
12050,-0.12386179,-0.32703608,False
12049,-0.1350746,-0.3045724,False
12048,-0.022381455,-0.16049588,False
12047,-0.23255008,-0.36319697,False
12046,0.17598557,-0.15696788,False
12045,-0.009375231,-0.009355064,False
12035,-0.0417642,-0.4713608,False
12044,-0.009439945,-0.3355615,False
12042,-0.070760325,-0.2280735,False
12041,0.13591212,-0.19155511,False
12040,0.011494443,-0.17273517,False
12039,-0.0050767665,0.0030747787,False
12038,0.124396086,-0.3172512,False
12037,0.012432514,-0.0045625824,False
12043,0.031698015,-0.02813346,False
11944,-0.027236901,-0.118905455,False
12230,-0.29963988,-0.33753556,False
12232,-0.15884373,-0.18584141,False
12411,0.067721784,-0.16357899,False
12412,0.0,0.007428437,False
12413,-0.04445214,-0.053763017,False
12414,-0.21401507,-0.23161441,False
12415,0.0,0.00036784148,False
12416,-0.038853943,-0.15168692,False
12417,-0.3194641,-0.49941158,False
12418,-0.85099983,0.142272,False
12419,0.048399895,-0.21403016,False
12420,-0.007782849,-0.0077627213,False
12421,-0.047251627,-0.0463779,False
12422,-0.1446001,-0.20454973,False
12423,-0.04743293,-0.22565445,False
12424,-0.2812636,-0.30029964,False
12425,-0.004386425,-0.07265711,False
12426,0.032516856,-0.047380418,False
12427,0.0,0.00025299602,False
12441,-0.22120076,-0.32120305,False
12440,-0.4486208,-0.23693037,False
12439,-0.19136836,-0.26880163,False
12438,-0.011691887,-0.026878633,False
12437,0.021864772,-0.26574785,False
12436,0.054889202,-0.4032729,False
12410,0.005189359,-0.15927064,False
12435,0.0,0.0010884894,False
12433,-0.018469416,-0.012996111,False
12432,0.00841029,-0.053133152,False
12431,0.0,0.007272886,False
12430,0.004109077,-0.038668074,False
12429,-0.0044077365,0.014228162,False
12428,-0.021056473,-0.02091357,False
12434,-0.7691517,-0.30220747,False
12409,-0.12742874,-0.22629613,False
12408,-0.05490291,-0.24801275,False
12407,-0.14357436,-0.45871162,False
12388,0.068153635,-0.037562005,False
12387,0.05908224,-0.037772544,False
12386,-0.015222137,-0.013353997,False
12385,-0.04884225,-0.12497737,False
12384,-0.6593201,-0.5296762,False
12383,-0.002634665,-0.02389766,False
12389,-0.0760034,-0.09091391,False
12382,-0.0052376054,-0.024084803,False
12380,0.037311077,-0.30315846,False
12379,-0.29734668,-0.41782707,False
12378,0.059167743,-0.41870475,False
12377,-0.020743743,-0.18362819,False
12376,-0.026379228,-0.04661143,False
12375,-0.122060746,-0.18714187,False
12381,0.05391194,-0.1754521,False
12442,-0.12492502,-0.09125917,False
12390,-0.2930646,-0.44353688,False
12392,-0.10658389,-0.23578858,False
12406,-0.03872497,-0.038672745,False
12405,-0.015529953,-0.09925702,False
12404,-0.013417126,-0.010506803,False
12403,0.0142750535,-0.004421084,False
12402,0.0139531465,-0.008656148,False
12401,0.012377894,-0.009289378,False
12391,-0.16641128,-0.16199172,False
12400,-0.6759789,-0.3229313,False
12398,0.34941566,-0.5487773,False
12397,-0.015751274,-0.03942067,False
12396,0.05416307,-0.19746341,False
12395,-0.03241558,-0.027420042,False
12394,-0.026629478,-0.3155232,False
12393,0.038936548,-0.031236157,False
12399,0.004918337,-0.41341013,False
12374,-0.47017276,-0.35207736,False
12443,-0.0082808435,-0.28084773,False
12445,-0.3302375,-0.4820862,False
12482,-0.07753372,-0.32397592,False
12483,-0.028916359,-0.16582295,False
12484,-0.017592447,-0.016466388,False
12485,0.0032777712,-0.019087391,False
12486,-0.10314655,-0.38708073,False
12487,-0.018512167,-0.120744124,False
12488,-0.07573973,-0.21228142,False
12489,0.042270407,-0.17986324,False
12490,-0.07956344,-0.23111543,False
12491,-0.038712926,-0.059328105,False
12492,-0.0004355684,-0.013249984,False
12493,-0.5812123,-0.5131837,False
12494,-0.041270524,-0.32475638,False
12495,0.07957756,-0.054399192,False
12496,-0.09177795,-0.21095978,False
12497,0.082158566,-0.58457065,False
12498,-0.113541424,-0.33323786,False
12512,0.112207174,-0.27411127,False
12511,-0.23977876,-0.3605553,False
12510,-0.013639122,-0.12202513,False
12509,0.30505323,-0.31209862,False
12508,-0.04003621,-0.116299145,False
12507,0.25482464,-0.40490037,False
12481,-0.49790812,-0.45944834,False
12506,-0.13979656,-0.64506614,False
12504,-0.03462358,-0.034615815,False
12503,-0.04176283,-0.4416021,False
12502,0.014061937,0.0065975883,False
12501,-0.3730384,-0.369282,False
