gene_index,gt,pred,de
0,0.011145622,-0.072329074,False
12126,-0.09038544,0.034731984,False
12127,0.0806986,-0.0059503987,False
12128,0.05450228,-0.15700197,False
12129,0.09240115,0.0627493,False
12130,-0.10652179,-0.06315168,False
12131,-0.010247977,-0.010247977,False
12132,-0.0045059593,-0.0045059593,False
12133,0.021928143,0.0,False
12134,0.0,0.00074673665,False
12135,-0.06483975,-0.03268805,False
12136,0.1594119,0.09181404,False
12137,0.020622097,-0.023047596,False
12138,0.030886099,-0.072830856,False
12139,0.0,0.0,False
12140,-0.011636369,-0.026829896,False
12141,-0.007314056,0.04323788,False
12142,0.0,0.0,False
12157,0.08720032,-0.0499283,False
12156,0.03252642,-0.04521704,False
12155,0.0,0.0,False
12154,0.061200902,-0.04507747,False
12153,0.023846611,0.0,False
12152,-0.02457267,0.109293014,False
12125,0.05650419,0.068523824,False
12151,0.020190483,-0.0033912933,False
12149,0.054711223,0.034451783,False
12147,-0.7866852,-1.0198873,False
12146,0.0026941318,-0.018898953,False
12145,-0.022837669,0.11574623,False
12144,-0.25382417,-0.10728836,False
12143,0.02890589,-0.039747495,False
12150,0.09468806,-0.20562327,False
12124,-0.11677152,-0.20531946,False
12123,-0.14908254,-0.07660735,False
12122,0.11078499,-0.078301236,False
12103,0.26147962,-0.10483897,False
12102,0.040094554,0.20607436,False
12101,0.2855955,0.0980483,False
12100,-2.3782253e-05,-0.15792432,False
12099,-0.012190737,-0.07854765,False
12098,-0.26661563,-0.14886379,False
12104,-0.29944968,-0.07058418,False
12097,-0.021172836,-0.012801889,False
12095,-0.023440756,0.013654664,False
12094,-0.00830636,-0.006839754,False
12093,-0.023296874,-0.023296874,False
12092,-0.19960195,0.4717046,False
12091,0.008085495,-0.013130878,False
12090,0.18003422,0.7158517,False
12096,0.14159004,0.14989087,False
12158,0.015319228,-0.059413463,False
12105,-0.16151369,-0.08445847,False
12107,0.06948589,0.024791718,False
12121,0.01992484,-0.0015285315,False
12120,0.024456669,0.0,False
12119,0.0,0.0,False
12118,0.15137784,-0.037908457,False
12117,0.019193739,0.07893345,False
12116,-0.054174185,-0.056556433,False
12106,-0.01824388,-0.02856296,False
12115,0.0020258129,-0.020860016,False
12113,-0.036478415,-0.035222143,False
12112,-0.04702741,-0.04514675,False
12111,-0.027108788,0.07824898,False
12110,0.058139384,-0.024561584,False
12109,-0.017748222,-0.02637354,False
12108,0.0021717884,-0.017124847,False
12114,-0.124375105,-0.4120093,False
12089,-0.17002162,-0.0822455,False
12159,-0.005143561,-0.002929238,False
12161,-0.013590224,-0.022031154,False
12198,0.16717952,0.40366846,False
12199,-0.47021878,-0.3071159,False
12200,-0.14898813,-0.11049354,False
12201,0.034368806,-0.07720843,False
12202,0.0072230548,-0.0055685975,False
12203,0.010099307,-0.011816915,False
12204,-0.0071310466,-0.0062288367,False
12205,-0.012414634,-0.014207542,False
12206,-0.061159924,-0.061293077,False
12207,0.014766473,-0.014748592,False
12208,-0.12711269,0.1107077,False
12209,-0.004802211,-0.004802211,False
12210,0.07465912,0.045733266,False
12211,-0.46684837,-0.40601766,False
12212,0.1645934,-0.22645551,False
12213,-0.025968254,-0.07058131,False
12214,-0.0033912933,-0.00052319025,False
12228,-0.4854715,-1.0601349,False
12227,0.008107199,-0.014160032,False
12226,0.056305133,0.036184467,False
12225,0.0060904324,0.12395045,False
12224,0.032252595,-0.0118756,False
12223,0.07685,0.15006156,False
12197,0.0,0.0,False
12222,0.10986364,-0.39083004,False
12220,-0.0050021075,-0.0050021075,False
12219,0.021916222,0.0,False
12218,0.088540584,-0.049778424,False
12217,0.0,0.0,False
12216,0.021665297,0.0,False
12215,0.022586912,0.00022347383,False
12221,-0.029078152,-0.029078152,False
12196,-0.7158121,-0.67209536,False
12195,0.06511602,0.05839184,False
12194,-0.006226631,-0.028743431,False
12175,-0.02359479,-0.0038540512,False
12174,0.0,0.0,False
12173,-0.030438036,-0.017257221,False
12172,-0.004503161,-0.004377074,False
12171,0.007992078,-0.05933736,False
12170,0.014227441,-0.01914922,False
12176,-0.0028657522,-0.023499195,False
12169,0.05597523,-0.010865603,False
12167,-0.066161156,-0.08176279,False
12166,0.09780289,-0.021242127,False
12165,-0.7930262,-1.3115416,False
12164,-0.18925211,-0.093107566,False
12163,-0.0015889406,-0.045445345,False
12162,-0.035895266,-0.04475829,False
12168,-0.017166913,-0.04824251,False
12160,0.0,0.00013178702,False
12177,-0.010007545,-0.10403702,False
12179,0.042406846,-0.0199773,False
12193,0.03196256,-0.09965201,False
12192,-0.41427135,-0.2682623,False
12191,-0.070383534,0.10192904,False
12190,-0.01932742,-0.023118846,False
12189,-0.010486238,-0.009603681,False
12188,-0.017591326,-0.022846041,False
12178,0.014128553,-0.0072701466,False
12187,-0.076765835,-0.10040002,False
12185,0.0,6.4649525e-05,False
12184,0.014163799,-0.008799179,False
12183,-0.15618229,-0.3752346,False
12182,0.06494778,0.03430438,False
12181,-0.12078641,-0.118638575,False
12180,-0.009961537,-0.009961537,False
12186,0.062170804,0.091037214,False
12229,-0.069916144,-0.13859043,False
12088,-0.021795083,-0.022461133,False
12086,0.156295,0.07629502,False
11984,-0.025682077,0.12910384,False
11985,0.15437824,-0.04223317,False
11986,-0.09332287,-0.1049439,False
11987,-0.9742022,-0.48319852,False
11988,0.08104794,0.40245765,False
11989,0.117213726,0.120930314,False
11990,-0.365929,-0.2672435,False
11991,-0.42784536,-0.39434326,False
11992,-0.4134934,-0.3875606,False
11993,-0.041551564,-0.015989441,False
11994,0.038142115,-0.04480076,False
11995,-0.1196374,-0.10103968,False
11996,-0.23365068,0.1371665,False
11997,-0.033887923,-0.0329856,False
11998,0.009163409,-0.014424308,False
11999,-0.0076346584,-0.033242278,False
12000,0.13747627,-0.01793176,False
12014,-0.4002961,-0.19615895,False
12013,-0.10131729,-0.23681062,False
