split,cell_type,drug,dose,true_prop,ctrl_prop,crisp_prop,diffcrisp_prop,crisp_error,diffcrisp_error,improvement,diffcrisp_win,threshold,n_true,n_ctrl,n_crisp,n_diffcrisp,cov_drug
split3,NK cells,Ruxolitinib,0.0709219858156028,0.40173410404624277,0.05,0.004,0.77,0.39773410404624276,0.36826589595375725,0.029468208092485515,1,7.465223693847656,346,1000,1000,1000,NK cells_Ruxolitinib
split,T regulatory cells,YK4279,0.0709219858156028,0.631578947368421,0.05,0.002,0.031,0.629578947368421,0.600578947368421,0.029000000000000026,1,7.879149556159968,38,1000,1000,1000,T regulatory cells_YK4279
split2,T cells CD4+,AZD3514,0.0709219858156028,0.37925696594427244,0.05,0.018,0.047,0.3612569659442724,0.33225696594427245,0.02899999999999997,1,6.752288079261778,646,1000,1000,1000,T cells CD4+_AZD3514
split3,T cells CD8+,Tivantinib,0.0709219858156028,0.34,0.05,0.001,0.03,0.339,0.31000000000000005,0.02899999999999997,1,8.629517602920526,100,1000,1000,1000,T cells CD8+_Tivantinib
split3,NK cells,Decitabine,0.0709219858156028,0.3333333333333333,0.05,0.0,0.028,0.3333333333333333,0.3053333333333333,0.028000000000000025,1,6.505895328521728,285,1000,1000,1000,NK cells_Decitabine
split3,NK cells,Palbociclib,0.0709219858156028,0.2684931506849315,0.05,0.0,0.028,0.2684931506849315,0.24049315068493152,0.027999999999999997,1,6.522179150581359,365,1000,1000,1000,NK cells_Palbociclib
split2,T cells CD4+,Defactinib,0.0709219858156028,0.24254742547425473,0.05,0.124,0.152,0.11854742547425473,0.09054742547425473,0.027999999999999997,1,10.709512138366698,738,1000,1000,1000,T cells CD4+_Defactinib
split2,T cells CD4+,SB525334,0.0709219858156028,0.33240611961057026,0.05,0.303,0.334,0.02940611961057027,0.0015938803894297582,0.02781223922114051,1,15.192166328430172,719,1000,1000,1000,T cells CD4+_SB525334
split3,NK cells,MK5108,0.0709219858156028,0.284688995215311,0.05,0.0,0.027,0.284688995215311,0.25768899521531097,0.027000000000000024,1,6.573870825767517,418,1000,1000,1000,NK cells_MK5108
split3,T cells CD8+,Chlorpheniramine,0.0709219858156028,0.5333333333333333,0.05,0.0,0.026,0.5333333333333333,0.5073333333333333,0.026000000000000023,1,7.5071133852005,60,1000,1000,1000,T cells CD8+_Chlorpheniramine
split,T regulatory cells,Isoniazid,0.0709219858156028,0.78,0.05,0.0,0.026,0.78,0.754,0.026000000000000023,1,5.651662611961362,50,1000,1000,1000,T regulatory cells_Isoniazid
split3,T cells CD8+,Dasatinib,0.0709219858156028,0.7317073170731707,0.05,0.068,0.094,0.6637073170731707,0.6377073170731707,0.025999999999999912,1,7.916599464416499,41,1000,1000,1000,T cells CD8+_Dasatinib
split,Myeloid cells,Penfluridol,0.0709219858156028,0.347682119205298,0.05,0.0,0.025,0.347682119205298,0.322682119205298,0.025000000000000022,1,7.120634627342221,302,1000,1000,1000,Myeloid cells_Penfluridol
split2,T cells CD4+,Azacitidine,0.0709219858156028,0.2178060413354531,0.05,0.0,0.025,0.2178060413354531,0.1928060413354531,0.024999999999999994,1,7.295374727249144,629,1000,1000,1000,T cells CD4+_Azacitidine
split,T regulatory cells,Lamivudine,0.0709219858156028,0.717948717948718,0.05,0.002,0.026,0.715948717948718,0.6919487179487179,0.02400000000000002,1,7.296321320533749,39,1000,1000,1000,T regulatory cells_Lamivudine
split,T regulatory cells,Nefazodone,0.0709219858156028,0.8095238095238095,0.05,0.0,0.024,0.8095238095238095,0.7855238095238095,0.02400000000000002,1,5.2577903032302835,42,1000,1000,1000,T regulatory cells_Nefazodone
split3,NK cells,AT13387,0.0709219858156028,0.7960526315789473,0.05,1.0,0.976,0.20394736842105265,0.17994736842105263,0.02400000000000002,1,9.394157218933103,456,1000,1000,1000,NK cells_AT13387
split3,T cells CD8+,MGCD265,0.0709219858156028,0.34513274336283184,0.05,0.065,0.089,0.28013274336283184,0.25613274336283187,0.023999999999999966,1,9.112575197219849,113,1000,1000,1000,T cells CD8+_MGCD265
split2,T cells CD4+,Ceritinib,0.0709219858156028,0.3355155482815057,0.05,0.263,0.287,0.07251554828150569,0.04851554828150573,0.023999999999999966,1,7.620317840576166,611,1000,1000,1000,T cells CD4+_Ceritinib
split3,NK cells,Desloratadine,0.0709219858156028,0.28169014084507044,0.05,0.0,0.023,0.28169014084507044,0.2586901408450704,0.02300000000000002,1,6.865265464782714,355,1000,1000,1000,NK cells_Desloratadine
split3,T cells CD8+,Colforsin,0.0709219858156028,0.6075949367088608,0.05,0.0,0.023,0.6075949367088608,0.5845949367088608,0.02300000000000002,1,6.399183988571167,79,1000,1000,1000,T cells CD8+_Colforsin
split3,NK cells,Methotrexate,0.0709219858156028,0.2059447983014862,0.05,0.123,0.266,0.08294479830148621,0.060055201698513805,0.022889596602972406,1,13.816305494308466,471,1000,1000,1000,NK cells_Methotrexate
split3,T cells CD8+,YK4279,0.0709219858156028,0.7391304347826086,0.05,0.0,0.022,0.7391304347826086,0.7171304347826086,0.02200000000000002,1,7.227080392837522,46,1000,1000,1000,T cells CD8+_YK4279
split3,NK cells,K02288,0.0709219858156028,0.2722371967654987,0.05,0.0,0.022,0.2722371967654987,0.25023719676549866,0.02200000000000002,1,6.126905727386474,371,1000,1000,1000,NK cells_K02288
split,T regulatory cells,AT7867,0.0709219858156028,0.6136363636363636,0.05,0.214,0.236,0.3996363636363637,0.37763636363636366,0.02200000000000002,1,10.770637464523311,44,1000,1000,1000,T regulatory cells_AT7867
split2,T cells CD4+,RVX208,0.0709219858156028,0.4269340974212034,0.05,0.005,0.027,0.4219340974212034,0.3999340974212034,0.02200000000000002,1,5.976150751113888,698,1000,1000,1000,T cells CD4+_RVX208
split2,T cells CD4+,Midostaurin,0.0709219858156028,0.5493562231759657,0.05,0.638,0.616,0.08864377682403435,0.06664377682403433,0.02200000000000002,1,7.840593361854551,466,1000,1000,1000,T cells CD4+_Midostaurin
split3,T cells CD8+,HYDROXYUREA,0.0709219858156028,0.43529411764705883,0.05,0.0,0.021,0.43529411764705883,0.4142941176470588,0.02100000000000002,1,7.947626638412475,85,1000,1000,1000,T cells CD8+_HYDROXYUREA
split3,NK cells,LDN193189,0.0709219858156028,0.2597402597402597,0.05,0.045,0.066,0.21474025974025973,0.1937402597402597,0.02100000000000002,1,7.350785422325134,385,1000,1000,1000,NK cells_LDN193189
split2,T cells CD4+,Nefazodone,0.0709219858156028,0.1947069943289225,0.05,0.0,0.021,0.1947069943289225,0.1737069943289225,0.02099999999999999,1,7.327777743339538,529,1000,1000,1000,T cells CD4+_Nefazodone
split2,T cells CD4+,ABT737,0.0709219858156028,0.2222222222222222,0.05,0.0,0.021,0.2222222222222222,0.20122222222222222,0.02099999999999999,1,7.555389904975891,414,1000,1000,1000,T cells CD4+_ABT737
split2,T cells CD4+,BMS387032,0.0709219858156028,0.9020979020979021,0.05,1.0,0.98,0.09790209790209792,0.0779020979020979,0.020000000000000018,1,5.685892581939697,143,1000,1000,1000,T cells CD4+_BMS387032
split3,NK cells,Riociguat,0.0709219858156028,0.21333333333333335,0.05,0.0,0.02,0.21333333333333335,0.19333333333333336,0.01999999999999999,1,7.300450468063354,375,1000,1000,1000,NK cells_Riociguat
split3,T cells CD8+,GO6976,0.0709219858156028,0.75,0.05,0.0,0.019,0.75,0.731,0.019000000000000017,1,8.60941524505615,44,1000,1000,1000,T cells CD8+_GO6976
split3,NK cells,Lapatinib,0.0709219858156028,0.28672985781990523,0.05,0.0,0.019,0.28672985781990523,0.2677298578199052,0.019000000000000017,1,6.288886833190917,422,1000,1000,1000,NK cells_Lapatinib
split3,T cells CD8+,Vorinostat,0.0709219858156028,0.37948717948717947,0.05,0.0,0.019,0.37948717948717947,0.36048717948717945,0.019000000000000017,1,13.484432506561278,195,1000,1000,1000,T cells CD8+_Vorinostat
split3,T cells CD8+,MK5108,0.0709219858156028,0.7457627118644068,0.05,0.0,0.019,0.7457627118644068,0.7267627118644068,0.019000000000000017,1,7.139842009544372,59,1000,1000,1000,T cells CD8+_MK5108
split3,T cells CD8+,RG7090,0.0709219858156028,0.6885245901639344,0.05,0.0,0.019,0.6885245901639344,0.6695245901639344,0.019000000000000017,1,10.682361221313473,61,1000,1000,1000,T cells CD8+_RG7090
split3,T cells CD8+,AVL292,0.0709219858156028,0.5373134328358209,0.05,0.0,0.019,0.5373134328358209,0.5183134328358209,0.019000000000000017,1,8.108100271224975,67,1000,1000,1000,T cells CD8+_AVL292
split3,NK cells,TLHRAS26,0.0709219858156028,0.2785515320334262,0.05,0.0,0.018,0.2785515320334262,0.2605515320334262,0.018000000000000016,1,7.414755129814147,359,1000,1000,1000,NK cells_TLHRAS26
split3,T cells CD8+,Isoniazid,0.0709219858156028,0.5192307692307693,0.05,0.0,0.017,0.5192307692307693,0.5022307692307693,0.017000000000000015,1,8.876668739318845,52,1000,1000,1000,T cells CD8+_Isoniazid
split3,T cells CD8+,K02288,0.0709219858156028,0.5394736842105263,0.05,0.0,0.017,0.5394736842105263,0.5224736842105263,0.017000000000000015,1,7.201989173889158,76,1000,1000,1000,T cells CD8+_K02288
split3,T cells CD8+,Methotrexate,0.0709219858156028,0.5466666666666666,0.05,0.0,0.016,0.5466666666666666,0.5306666666666666,0.016000000000000014,1,7.638539600372314,75,1000,1000,1000,T cells CD8+_Methotrexate
split,T regulatory cells,Lapatinib,0.0709219858156028,0.5774647887323944,0.05,0.0,0.016,0.5774647887323944,0.5614647887323944,0.016000000000000014,1,5.56404230594635,71,1000,1000,1000,T regulatory cells_Lapatinib
split,Myeloid cells,Linagliptin,0.0709219858156028,0.351931330472103,0.05,0.0,0.015,0.351931330472103,0.336931330472103,0.015000000000000013,1,9.564256143569942,233,1000,1000,1000,Myeloid cells_Linagliptin
split3,T cells CD8+,Desloratadine,0.0709219858156028,0.4927536231884058,0.05,0.0,0.015,0.4927536231884058,0.4777536231884058,0.015000000000000013,1,7.759545254707336,69,1000,1000,1000,T cells CD8+_Desloratadine
split,T regulatory cells,Colforsin,0.0709219858156028,0.8055555555555556,0.05,0.0,0.014,0.8055555555555556,0.7915555555555556,0.014000000000000012,1,5.830542492866515,36,1000,1000,1000,T regulatory cells_Colforsin
split,T regulatory cells,Oxybenzone,0.0709219858156028,0.6730769230769231,0.05,0.0,0.014,0.6730769230769231,0.6590769230769231,0.014000000000000012,1,7.310233449935912,52,1000,1000,1000,T regulatory cells_Oxybenzone
split,T regulatory cells,Linagliptin,0.0709219858156028,0.5901639344262295,0.05,0.0,0.013,0.5901639344262295,0.5771639344262295,0.013000000000000012,1,6.2969022512435915,61,1000,1000,1000,T regulatory cells_Linagliptin
split3,NK cells,GSK1070916,0.0709219858156028,0.25075528700906347,0.05,0.012,0.025,0.23875528700906345,0.22575528700906347,0.012999999999999984,1,8.425844812393187,331,1000,1000,1000,NK cells_GSK1070916
split,T regulatory cells,Riociguat,0.0709219858156028,0.5818181818181818,0.05,0.003,0.015,0.5788181818181818,0.5668181818181818,0.01200000000000001,1,6.927676916122432,55,1000,1000,1000,T regulatory cells_Riociguat
split,T regulatory cells,ABT737,0.0709219858156028,0.8,0.05,0.001,0.012,0.799,0.788,0.01100000000000001,1,5.835453987121582,35,1000,1000,1000,T regulatory cells_ABT737
split,T regulatory cells,Vandetanib,0.0709219858156028,0.66,0.05,0.016,0.027,0.644,0.633,0.01100000000000001,1,6.398875784873963,50,1000,1000,1000,T regulatory cells_Vandetanib
split2,T cells CD4+,Phenylbutazone,0.0709219858156028,0.2811296534017972,0.05,0.0,0.011,0.2811296534017972,0.2701296534017972,0.01100000000000001,1,7.3624346971511825,779,1000,1000,1000,T cells CD4+_Phenylbutazone
split3,T cells CD8+,Imatinib,0.0709219858156028,0.4647887323943662,0.05,0.0,0.011,0.4647887323943662,0.4537887323943662,0.01100000000000001,1,8.664804315567016,71,1000,1000,1000,T cells CD8+_Imatinib
split2,T cells CD4+,OSI930,0.0709219858156028,0.2483974358974359,0.05,0.0,0.011,0.2483974358974359,0.2373974358974359,0.01100000000000001,1,7.266037082672116,624,1000,1000,1000,T cells CD4+_OSI930
split2,B cells,LDN193189,0.0709219858156028,0.3013698630136986,0.05,0.037,0.047,0.26436986301369864,0.2543698630136986,0.010000000000000009,1,10.586080217361449,292,1000,1000,1000,B cells_LDN193189
split,T regulatory cells,Penfluridol,0.0709219858156028,0.6521739130434783,0.05,0.0,0.01,0.6521739130434783,0.6421739130434783,0.010000000000000009,1,6.299719715118408,46,1000,1000,1000,T regulatory cells_Penfluridol
split3,NK cells,Tivozanib,0.0709219858156028,0.3155080213903743,0.05,0.0,0.01,0.3155080213903743,0.3055080213903743,0.010000000000000009,1,6.254748892784116,374,1000,1000,1000,NK cells_Tivozanib
split,T regulatory cells,RG7090,0.0709219858156028,0.8333333333333334,0.05,0.0,0.01,0.8333333333333334,0.8233333333333334,0.010000000000000009,1,4.6103840351104735,36,1000,1000,1000,T regulatory cells_RG7090
split2,T cells CD4+,Doxorubicin,0.0709219858156028,0.9783783783783784,0.05,1.0,0.99,0.021621621621621623,0.011621621621621614,0.010000000000000009,1,5.193656396865841,555,1000,1000,1000,T cells CD4+_Doxorubicin
split,T regulatory cells,MubritinibTAK165,0.0709219858156028,0.7878787878787878,0.05,0.083,0.093,0.7048787878787879,0.6948787878787879,0.010000000000000009,1,6.906081891059871,33,1000,1000,1000,T regulatory cells_MubritinibTAK165
split,T regulatory cells,PorcnInhibitorIII,0.0709219858156028,0.68,0.05,0.0,0.01,0.68,0.67,0.010000000000000009,1,7.058320140838623,50,1000,1000,1000,T regulatory cells_PorcnInhibitorIII
split,T regulatory cells,HYDROXYUREA,0.0709219858156028,0.5961538461538461,0.05,0.003,0.013,0.5931538461538461,0.5831538461538461,0.010000000000000009,1,6.714397740364074,52,1000,1000,1000,T regulatory cells_HYDROXYUREA
split3,NK cells,STK219801,0.0709219858156028,0.38315217391304346,0.05,0.0,0.009,0.38315217391304346,0.37415217391304345,0.009000000000000008,1,6.313460993766783,368,1000,1000,1000,NK cells_STK219801
split,T regulatory cells,BID1870,0.0709219858156028,0.9032258064516129,0.05,0.003,0.012,0.9002258064516129,0.8912258064516129,0.009000000000000008,1,5.380650019645689,31,1000,1000,1000,T regulatory cells_BID1870
split3,T cells CD8+,SB525334,0.0709219858156028,0.6078431372549019,0.05,0.0,0.009,0.6078431372549019,0.5988431372549019,0.009000000000000008,1,10.748005056381224,51,1000,1000,1000,T cells CD8+_SB525334
split,T regulatory cells,LDN193189,0.0709219858156028,0.7454545454545455,0.05,0.001,0.009,0.7444545454545455,0.7364545454545455,0.008000000000000007,1,5.544260144233698,55,1000,1000,1000,T regulatory cells_LDN193189
split3,NK cells,MGCD265,0.0709219858156028,0.26112759643916916,0.05,0.0,0.008,0.26112759643916916,0.25312759643916916,0.008000000000000007,1,7.32395224571228,337,1000,1000,1000,NK cells_MGCD265
split3,T cells CD8+,TLHRAS26,0.0709219858156028,0.5538461538461539,0.05,0.0,0.008,0.5538461538461539,0.5458461538461539,0.008000000000000007,1,7.481384277343747,65,1000,1000,1000,T cells CD8+_TLHRAS26
split3,T cells CD8+,Masitinib,0.0709219858156028,0.29914529914529914,0.05,0.0,0.007,0.29914529914529914,0.29214529914529913,0.007000000000000006,1,8.01115436553955,117,1000,1000,1000,T cells CD8+_Masitinib
split3,NK cells,Resminostat,0.0709219858156028,0.459375,0.05,0.068,0.844,0.391375,0.384625,0.006749999999999978,1,10.845100688934325,320,1000,1000,1000,NK cells_Resminostat
split3,T cells CD8+,Raloxifene,0.0709219858156028,0.723404255319149,0.05,0.0,0.006,0.723404255319149,0.717404255319149,0.006000000000000005,1,7.643074750900268,47,1000,1000,1000,T cells CD8+_Raloxifene
split2,T cells CD4+,Dactolisib,0.0709219858156028,0.9771863117870723,0.05,1.0,0.994,0.02281368821292773,0.016813688212927724,0.006000000000000005,1,5.878752517700195,789,1000,1000,1000,T cells CD4+_Dactolisib
split3,NK cells,Imatinib,0.0709219858156028,0.18772563176895307,0.05,0.0,0.006,0.18772563176895307,0.18172563176895307,0.006000000000000005,1,8.123567581176756,277,1000,1000,1000,NK cells_Imatinib
split3,NK cells,Doxorubicin,0.0709219858156028,0.9302325581395349,0.05,0.999,0.994,0.06876744186046513,0.06376744186046512,0.0050000000000000044,1,5.351177573204039,258,1000,1000,1000,NK cells_Doxorubicin
split3,T cells CD8+,Palbociclib,0.0709219858156028,0.7321428571428571,0.05,0.0,0.005,0.7321428571428571,0.7271428571428571,0.0050000000000000044,1,7.0577381134033175,56,1000,1000,1000,T cells CD8+_Palbociclib
split3,T cells CD8+,Ketoconazole,0.0709219858156028,0.8181818181818182,0.05,0.0,0.005,0.8181818181818182,0.8131818181818182,0.0050000000000000044,1,14.13334379196167,33,1000,1000,1000,T cells CD8+_Ketoconazole
split3,T cells CD8+,Doxorubicin,0.0709219858156028,0.967391304347826,0.05,1.0,0.996,0.03260869565217395,0.028608695652173943,0.0040000000000000036,1,5.038817930221555,92,1000,1000,1000,T cells CD8+_Doxorubicin
split3,T cells CD8+,SCH58261,0.0709219858156028,0.35789473684210527,0.05,0.0,0.004,0.35789473684210527,0.35389473684210526,0.0040000000000000036,1,7.757981944084167,95,1000,1000,1000,T cells CD8+_SCH58261
split,Myeloid cells,LDN193189,0.0709219858156028,0.409375,0.05,0.0,0.004,0.409375,0.405375,0.0040000000000000036,1,5.9084397315979,320,1000,1000,1000,Myeloid cells_LDN193189
split,T regulatory cells,Azacitidine,0.0709219858156028,0.8490566037735849,0.05,0.0,0.004,0.8490566037735849,0.8450566037735849,0.0040000000000000036,1,5.096105098724365,53,1000,1000,1000,T regulatory cells_Azacitidine
split3,NK cells,Colforsin,0.0709219858156028,0.24307692307692308,0.05,0.015,0.019,0.22807692307692307,0.2240769230769231,0.003999999999999976,1,7.768582630157467,325,1000,1000,1000,NK cells_Colforsin
split,T regulatory cells,RN486,0.0709219858156028,0.7592592592592593,0.05,0.0,0.003,0.7592592592592593,0.7562592592592593,0.0030000000000000027,1,5.330513024330136,54,1000,1000,1000,T regulatory cells_RN486
split3,T cells CD8+,Trametinib,0.0709219858156028,0.4647887323943662,0.05,0.0,0.003,0.4647887323943662,0.4617887323943662,0.0030000000000000027,1,8.187084770202636,71,1000,1000,1000,T cells CD8+_Trametinib
split3,T cells CD8+,Lapatinib,0.0709219858156028,0.5053763440860215,0.05,0.0,0.003,0.5053763440860215,0.5023763440860215,0.0030000000000000027,1,8.194430637359613,93,1000,1000,1000,T cells CD8+_Lapatinib
split3,NK cells,Dactolisib,0.0709219858156028,0.979933110367893,0.05,1.0,0.997,0.02006688963210701,0.017066889632107007,0.0030000000000000027,1,5.747786569595335,299,1000,1000,1000,NK cells_Dactolisib
split3,T cells CD8+,Vandetanib,0.0709219858156028,0.4065934065934066,0.05,0.0,0.003,0.4065934065934066,0.4035934065934066,0.0030000000000000027,1,7.350183725357056,91,1000,1000,1000,T cells CD8+_Vandetanib
split,T regulatory cells,Colchicine,0.0709219858156028,0.9642857142857143,0.05,0.0,0.002,0.9642857142857143,0.9622857142857143,0.0020000000000000018,1,5.083466911315917,28,1000,1000,1000,T regulatory cells_Colchicine
split2,T cells CD4+,Imatinib,0.0709219858156028,0.18257956448911222,0.05,0.0,0.002,0.18257956448911222,0.18057956448911222,0.0020000000000000018,1,7.166847562789917,597,1000,1000,1000,T cells CD4+_Imatinib
split3,T cells CD8+,Topotecan,0.0709219858156028,0.6455696202531646,0.05,0.0,0.002,0.6455696202531646,0.6435696202531646,0.0020000000000000018,1,6.433091878890989,79,1000,1000,1000,T cells CD8+_Topotecan
split,T regulatory cells,Raloxifene,0.0709219858156028,0.7692307692307693,0.05,0.0,0.002,0.7692307692307693,0.7672307692307693,0.0020000000000000018,1,6.168083524703976,26,1000,1000,1000,T regulatory cells_Raloxifene
split3,T cells CD8+,Penfluridol,0.0709219858156028,0.4342105263157895,0.05,0.001,0.003,0.4332105263157895,0.4312105263157895,0.0020000000000000018,1,8.60932078361511,76,1000,1000,1000,T cells CD8+_Penfluridol
split3,NK cells,Prednisolone,0.0709219858156028,0.9897610921501706,0.05,1.0,0.998,0.010238907849829393,0.008238907849829391,0.0020000000000000018,1,4.831608462333679,293,1000,1000,1000,NK cells_Prednisolone
split3,NK cells,CHIR99021,0.0709219858156028,0.31962025316455694,0.05,0.278,0.28,0.04162025316455692,0.03962025316455692,0.0020000000000000018,1,12.95364351272583,316,1000,1000,1000,NK cells_CHIR99021
